year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2015,Son of Saul,tt3808342,R,107,Drama|War,7.5,89,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival upon trying to salvage from the flames the body of a boy he takes for his son.",28106,1780000,2016-03-10,103,313,2476,9,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,1,Best Motion Picture - Foreign Language,1,Best Motion Picture - Foreign Language,1,Best Film not in the English Language,1,Best Film not in the English Language,0,,0,,1,Best Foreign Language Film,1,Best Foreign Language Film,0,,1,Outstanding Directorial Achievement of a First-Time Feature Film Director,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,2,Best Foreign Language Film|Best Feature Debut,0,,1,Best Film Not in the English Language,0,,0,,1,Director of the Year,3,Director of the Year|Film of the Year|Foreign Language Film of the Year,0,,0,,0,,0,,1,Best Foreign Language Film,2,Best Foreign Language Film|Best First Film,1,Best Foreign Language Film,1,Best Foreign Language Film,0,,0,,1,Best First Film,1,Best First Film,1,Best Foreign Film,2,Best Foreign Film|Best Actor,2016,3,10,4
2015,A War,tt3830162,R,115,Crime|Drama|War,7.0999999,81,"The story of a Danish commander, who accused for civil murder in Afghanistan, while trying to save his squad.",5679,120000,2015-09-10,19,123,3709,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,9,10,4
2015,Land of Mine,tt3841424,R,100,Drama|History|War,7.80000019,76,"A young group of German POWs are made the enemy of a nation, where they are now forced to dig up 2 million land-mines with their bare hands.",9002,,2015-12-03,21,80,324,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,12,3,4
2017,Baby Driver,tt3890160,R,112,Action|Crime|Music,7.69999981,86,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",258004,107830000,2017-06-28,737,519,63,3,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,Best Achievement in Film Editing|Best Achievement in Sound Mixing|Best Achievement in Sound Editing,0,,1,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1,Best Editing,2,Best Editing|Best Sound,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,1,Best Editing,2,Best Editing|Best Action Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Titles Sequence|Best Sound Mixing,1,Best Editing,1,Best Editing,0,,0,,0,,1,Technical Achievement of the Year,0,,1,Best Edited Feature Film - Comedy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2017,6,28,3
2017,Guardians of the Galaxy Vol. 2,tt3896198,PG-13,136,Action|Adventure|Sci-Fi,7.69999981,67,The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.,332731,389810000,2017-05-05,800,523,66,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Titles Sequence,0,,0,,0,,0,,0,,0,,0,,0,,1,Sound of the Year,1,Sound of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2017,5,5,5
2015,Mustang,tt3966404,PG-13,97,Drama,7.69999981,83,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",21589,840000,2015-06-17,49,229,3004,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,1,Best Motion Picture - Foreign Language,0,,1,Best Film not in the English Language,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,1,Best Film Not in the English Language,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Foreign Language Film|Best First Film,0,,0,,0,,0,,0,,0,,0,,0,,2015,6,17,3
2016,Manchester by the Sea,tt4034228,R,137,Drama,8.39999962,96,An uncle is asked to take care of his teenage nephew after the boy's father dies.,17469,35160000,2016-12-16,185,277,32,18,71,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,6,Best Performance by an Actor in a Leading Role|Best Original Screenplay|Best Motion Picture of the Year|Best Performance by an Actor in a Supporting Role|Best Performance by an Actress in a Supporting Role|Best Achievement in Directing,1,Best Performance by an Actor in a Motion Picture - Drama,5,Best Performance by an Actor in a Motion Picture - Drama|Best Motion Picture - Drama|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Director - Motion Picture|Best Screenplay - Motion Picture,2,Best Leading Actor|Best Screenplay (Original),6,Best Leading Actor|Best Screenplay (Original)|Best Film|Best Supporting Actress|Best Editing|,0,,4,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Male Actor in a Supporting Role|Outstanding Performance by a Female Actor in a Supporting Role,3,Best Actor|Best Young Actor/Actress|Best Original Screenplay,8,Best Actor|Best Young Actor/Actress|Best Original Screenplay|Best Picture|Best Supporting Actor|Best Supporting Actress|Best Acting Ensemble|Best Director,0,,1,Outstanding Directorial Achievement in Feature Film,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,1,Original Screenplay,0,,0,,4,Best Actor|Best Breakthrough Performance - Male|Best Casting|Best Ensemble,10,"Best Actor|Best Breakthrough Performance - Male|Best Casting|Best Director|Best Ensemble|Best Picture|Best Supporting Actor|Best Supporting Actress|Best Writing, Screenplay Written Directly for the Screen|Best Cinematic Moment",1,Best Actor,6,Best Actor|Best Picture|Best Director|Best Supporting Actor|Best Supporting Actress|Best Original Screenplay,0,,0,,0,,5,Film of the Year|Director of the Year|Screenwriter of the Year|Actor of the Year|Supporting Actress of the Year,0,,1,Best Edited Feature Film - Dramatic,1,Screenwriter of the Year,1,Screenwriter of the Year,1,Best Actor,5,Best Actor|Best Film|Best Director|Best Supporting Actress|Best Original Screenplay,0,,5,Best Picture|Best Director|Best Actor|Best Supporting Actress|Best Original Screenplay,2,Best Actor|Best Screenplay,5,Best Actor|Best Screenplay|Best Film|Best Director|Best Supporting Actress,3,Best Actor|Best Supporting Actress|Best Screenplay,3,Best Actor|Best Supporting Actress|Best Screenplay,0,,3,Best Actor|Best Supporting Actress|Best Screenplay,2016,12,16,5
2015,Green Room,tt4062536,R,95,Crime|Horror|Thriller,7.0999999,79,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,51933,3220000,2016-05-13,163,375,259,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,5,13,5
2015,A Man Called Ove,tt4080728,PG-13,116,Comedy|Drama,7.5999999,69,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",14782,54608,2016-09-30,27,85,488,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Foreign Language Film of the Year|Best Achievement in Makeup and Hairstyling,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,9,30,5
2016,Florence Foster Jenkins,tt4136084,PG-13,111,Biography|Comedy|Drama,7.0,71,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",24036,27370107,2016-08-12,135,213,188,3,17,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,2,Best Performance by an Actress in a Leading Role|Best Achievement in Costume Design,0,,4,Best Motion Picture - Musical or Comedy|Best Performance by an Actor in a Motion Picture - Musical or Comedy|Best Performance by an Actress in a Motion Picture - Musical or Comedy|Best Performance by an Actor in a Supporting Role in a Motion Picture,1,Best Make Up/Hair,4,Best Make Up/Hair|Best Leading Actress|Best Supporting Actor|Best Costume Design,0,,2,Outstanding Performance by a Female Actor in a Leading Role|Outstanding Performance by a Male Actor in a Supporting Role,1,Best Actress in a Comedy,3,Best Actress in a Comedy|Best Costume Design|Best Actor in a Comedy,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Period Film,0,,1,Best Actress,0,,0,,0,,0,,0,,1,British/Irish Actor of the Year,0,,0,,1,Supporting Actor of the Year,1,Supporting Actor of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,8,12,5
2016,13 Hours,tt4172430,R,144,Action|Drama|History,7.30000019,48,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",69707,52822418,2016-01-15,243,225,161,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Sound Mixing,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,1,15,5
2017,Molly's Game,tt4209788,R,140,Biography|Crime|Drama,7.5999999,71,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",22149,25900000,2018-01-05,99,243,23,0,12,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Best Adapted Screenplay,0,,2,Best Performance by an Actress in a Motion Picture - Drama|Best Screenplay - Motion Picture,0,,1,Best Screenplay (Adapted),0,,0,,0,,2,Best Actress|Best Adapted Screenplay,0,,1,Outstanding Directorial Achievement of a First-Time Feature Film Director,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,1,Adapted Screenplay,0,,0,,0,,1,Best Feature Debut,0,,1,Best Adapted Screenplay,0,,0,,0,,0,,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,0,,0,,0,,0,,2018,1,5,5
2015,Tanna,tt4239726,,100,Drama|Romance,7.0999999,74,"Set on a remote Pacific island, covered in rain forest and dominated by an active volcano, this heartfelt story, enacted by the Yakel tribe, tells of a sister's loyalty, a forbidden love affair and the pact between the old ways and the new.",997,10000,2016-03-10,6,27,1820,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,3,10,4
2015,The Witch,tt4263482,R,92,Horror|Mystery,6.69999981,83,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",89793,25140000,2016-02-19,530,474,166,2,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Sci-Fi/Horror Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Picture,0,,0,,0,,1,Young British/Irish Performer of the Year,0,,0,,0,,0,,1,Best First Film,2,Best First Film|,0,,1,Best Science-Fiction/Horror Film,1,Best New Filmmaker,1,Best New Filmmaker,0,,0,,0,,0,,2016,2,19,5
2015,Embrace of the Serpent,tt4285496,Not Rated,125,Adventure|Drama,7.9000001,82,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of 40 years to search the Amazon for a sacred healing plant.",11588,1320000,2015-05-25,50,194,3573,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2015,5,25,1
2016,Kubo and the Two Strings,tt4302938,PG,101,Animation|Adventure|Family,7.9000001,83,A young boy named Kubo must locate a magical suit of armor worn by his late father in order to defeat a vengeful spirit from the past.,56049,48019281,2016-08-19,183,246,147,3,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Animated Feature Film of the Year|Best Achievement in Visual Effects,0,,1,Best Motion Picture - Animated,1,Best Animated Feature Film,1,Best Animated Feature Film,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,1,Excellence in Fantasy Film,0,,0,,1,Best Animated Feature,1,Best Animated Feature,0,,0,,0,,0,,0,,1,Best Edited Animated Feature Film,0,,0,,1,Best Animated Film,1,Best Animated Film,0,,1,Best Animated Film,0,,1,Best Animated Film,0,,0,,0,,0,,2016,8,19,5
2016,20th Century Women,tt4385888,R,119,Comedy|Drama,7.69999981,83,The story of three women who explore love and freedom in Southern California during the late 1970s.,3020,130467,2017-01-20,29,100,201,0,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Best Original Screenplay,0,,2,Best Motion Picture - Musical or Comedy|Best Performance by an Actress in a Motion Picture - Musical or Comedy,0,,0,,0,,0,,0,,3,Best Actress|Best Supporting Actress|Best Acting Ensemble,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Supporting Actress of the Year,0,,0,,0,,0,,0,,3,Best Actress|Best Supporting Actress|Best Original Screenplay,0,,1,Best Actress,0,,0,,0,,0,,0,,0,,2017,1,20,5
2016,Why Him?,tt4501244,R,111,Comedy,6.5999999,39,A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley billionaire boyfriend is about to pop the question.,10274,51830000,2016-12-23,64,107,51,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,12,23,5
2016,The Girl with All the Gifts,tt4547056,R,111,Drama|Horror|Thriller,6.9000001,69,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,8335,,2017-01-26,57,101,48,1,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,1,"Outstanding Debut by a British Writer, Director or Producer",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Non-U.S. Release,1,Best Non-U.S. Release,0,,0,,0,,2,Breakthrough British/Irish Filmmaker of the Year|Young British/Irish Performer of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2017,1,26,4
2016,Nocturnal Animals,tt4550098,R,116,Drama|Thriller,7.69999981,67,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.",46191,10430000,2016-12-09,227,337,34,2,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,Best Performance by an Actor in a Supporting Role,1,Best Performance by an Actor in a Supporting Role in a Motion Picture,3,Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Director - Motion Picture|Best Screenplay - Motion Picture,0,,9,Best Leading Actor|Best Supporting Actor|Best Screenplay (Adapted)|Best Cinematography|Best Editing|Best Production Design|Original Music|Best Make Up/Hair|,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Film,0,,3,Best Supporting Actor|Best Adapted Screenplay|Best Cinematography,0,,0,,0,,0,,0,,1,Contemporary Film,0,,1,Adapted Screenplay,0,,0,,0,,11,"Best Actor|Best Casting|Best Cinematography|Best Director|Best Ensemble|Best Film Editing|Best Music, Original Score|Best Picture|Best Supporting Actor|Best Titles Sequence|Best Writing, Screenplay Based on Material from Another Medium",0,,2,Best Supporting Actor|Best Adapted Screenplay,0,,0,,0,,3,Film of the Year|Actor of the Year|Supporting Actor of the Year,0,,0,,1,Breakthrough Directing,1,Breakthrough Directing,0,,2,Best Supporting Actor|Best Adapted Screenplay,0,,2,Best Supporting Actor|Best Adapted Screenplay,0,,1,Best Supporting Actor,0,,0,,0,,0,,2016,12,9,5
2017,Darkest Hour,tt4555426,PG-13,125,Biography|Drama|History,7.4000001,75,"During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Hitler, or fight on against incredible odds.",28135,45200000,2017-12-22,229,286,8,10,24,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6,Best Achievement in Makeup and Hairstyling|Best Motion Picture of the Year|Best Performance by an Actor in a Leading Role|Best Achievement in Cinematography|Best Achievement in Costume Design|Best Achievement in Production Design,1,Best Performance by an Actor in a Motion Picture - Drama,1,Best Performance by an Actor in a Motion Picture - Drama,2,Best Leading Actor|Best Make Up/Hair,9,Best Leading Actor|Best Make Up/Hair|Original Music|Best Film|Best Supporting Actress|Outstanding British Film of the Year|Best Cinematography|Best Costume Design|Best Production Design,1,Outstanding Performance by a Male Actor in a Leading Role,1,Outstanding Performance by a Male Actor in a Leading Role,2,Best Actor|Best Hair & Makeup,4,Best Actor|Best Hair & Makeup|Best Picture|Best Score,0,,0,,0,,0,,0,,1,Period Film,0,,0,,0,,0,,0,,1,Best Actor,1,Best Actor,1,Best Actor,0,,0,,0,,2,Actor of the Year|British/Irish Actor of the Year,0,,0,,2,Director of the Year|Costume Designer of the Year,2,Director of the Year|Costume Designer of the Year,0,,0,,1,Best Actor,2,Best Actor|Best Original Score,0,,0,,0,,0,,0,,0,,2017,12,22,5
2016,Patriots Day,tt4572514,R,133,Drama|History|Thriller,7.5999999,69,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",7375,14680000,2017-01-13,79,130,8,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2017,1,13,5
2016,Loving,tt4669986,PG-13,123,Biography|Drama|Romance,7.0999999,79,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",9367,159615,2016-11-04,65,199,117,0,14,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,0,,2,Best Performance by an Actor in a Motion Picture - Drama|Best Performance by an Actress in a Motion Picture - Drama,0,,0,,0,,0,,0,,4,Best Picture|Best Actor|Best Actress|Best Original Screenplay,0,,0,,0,,0,,0,,0,,0,,1,Original Screenplay,0,,0,,0,,0,,0,,1,Best Actress,0,,0,,0,,1,British/Irish Actress of the Year,0,,0,,0,,0,,0,,3,|Best Actor|Best Actress,0,,1,Best Actress,0,,1,Best Actor,0,,0,,0,,0,,2016,11,4,5
2016,Collateral Beauty,tt4682786,PG-13,97,Drama|Romance,6.5999999,23,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",11436,29850000,2016-12-16,96,131,64,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,British/Irish Actress of the Year,0,,0,,1,Breakthrough Actress,1,Breakthrough Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,12,16,5
2016,Hidden Figures,tt4846340,PG,127,Biography|Drama|History,7.9000001,74,Based on a true story. A team of African-American women provide NASA with important mathematical data needed to launch the program's first successful space missions.,9938,61890000,2017-01-06,108,148,9,3,23,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,3,Best Motion Picture of the Year|Best Performance by an Actress in a Supporting Role|Best Adapted Screenplay,0,,2,Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Original Score - Motion Picture,0,,1,Best Screenplay (Adapted),1,Outstanding Performance by a Cast in a Motion Picture,2,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Female Actor in a Supporting Role,0,,3,Best Supporting Actress|Best Acting Ensemble|Best Adapted Screenplay,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Period Film,0,,1,Adapted Screenplay,0,,0,,0,,5,"Best Breakthrough Performance - Female|Best Casting|Best Ensemble|Best Music, Original Song|Best Supporting Actress",0,,1,Best Supporting Actress,0,,0,,0,,0,,0,,0,,2,Production Designer of the Year|,2,Production Designer of the Year|,0,,0,,0,,4,Best Supporting Actress|Best Adapted Screenplay|Best Original Song|Best Original Score,0,,0,,0,,0,,0,,0,,2017,1,6,5
2017,Lady Bird,tt4925292,R,94,Comedy|Drama,7.9000001,94,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",39099,41610000,,203,209,20,11,51,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,5,Best Motion Picture of the Year|Best Performance by an Actress in a Leading Role|Best Performance by an Actress in a Supporting Role|Best Achievement in Directing|Best Original Screenplay,2,Best Motion Picture - Musical or Comedy|Best Performance by an Actress in a Motion Picture - Musical or Comedy,4,Best Motion Picture - Musical or Comedy|Best Performance by an Actress in a Motion Picture - Musical or Comedy|Best Screenplay - Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture,0,,3,Best Screenplay (Original)|Best Supporting Actress|Best Leading Actress,0,,3,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Female Actor in a Supporting Role|Outstanding Performance by a Female Actor in a Leading Role,0,,8,Best Supporting Actress|Best Picture|Best Actress|Best Original Screenplay|Best Acting Ensemble|Best Director|Best Actress in a Comedy|Best Comedy,0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,1,Original Screenplay,0,,1,Excellence in Contemporary Film,0,,4,Best Actress|Best Supporting Actress|Best Ensemble|Best Director,1,Best Supporting Actress,6,Best Supporting Actress|Best Picture|Best Actress|Best Director|Best Original Screenplay|Best Ensemble,0,,0,,0,,4,Film of the Year|Screenwriter of the Year|Supporting Actress of the Year|British/Irish Actress of the Year,0,,1,Best Edited Feature Film - Comedy,0,,0,,1,Breakthrough Artist Award,2,Breakthrough Artist Award|Best Film,2,Best Picture|Best Actress,6,Best Picture|Best Actress|Best Director|Best Supporting Actress|Best Original Screenplay|Best Comedy Film,2,Best Supporting Actress|Best Screenplay,2,Best Supporting Actress|Best Screenplay,2,Best Film|Best Actress,2,Best Film|Best Actress,1,Best Supporting Actress,1,Best Supporting Actress,,,,
2016,Split,tt4972582,PG-13,117,Horror|Thriller,7.5999999,76,After three girls are kidnapped by a man with 24 distinct personalities they must find some of the different personalities that can help them while running away and staying alive from the others.,2416,,2017-01-20,77,193,3,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Young British/Irish Performer of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2017,1,20,5
